QID|QLink|QHeader
66576655|/questions/66576655/how-to-get-topks-values-with-its-indices-2d|How to get topk's values with its indices (2D)?
66549818|/questions/66549818/getting-importerror-when-using-torchtext|Getting ImportError when using torchtext
66531091|/questions/66531091/torch-parallelize-tasks-for-multiple-gpus|Torch parallelize tasks for multiple GPUs
66526656|/questions/66526656/changing-value-within-a-tensor-torch|Changing value within a Tensor (torch)
66478043|/questions/66478043/lstm-object-has-no-attribute-flat-weights-names|'LSTM' object has no attribute '_flat_weights_names'
66452559|/questions/66452559/setting-a-different-seed-for-each-run-of-the-code|Setting a different seed for each run of the code
66448639|/questions/66448639/python-import-torch-takes-a-long-time-to-init|Python import torch takes a long time to init
66408089|/questions/66408089/using-pytorch-dataloader-makes-me-have-the-same-losses-loops-without-any-progre|Using PyTorch DataLoader makes me have the same losses, loops without any progress
66396651|/questions/66396651/what-is-the-most-efficient-way-of-converting-a-stdvectorstdtuple-to-a-to|What is the most efficient way of converting a std::vector<std::tuple<>> to a torch::Tensor?
66387860|/questions/66387860/r-optimizing-with-torch-optimizerstep-throws-up-this-error|R: Optimizing with Torch - optimizer$step() throws up this error
66362295|/questions/66362295/pycharm-cant-import-torch-when-i-run-the-import-command-via-script-but-can-imp|Pycharm can't import torch when I run the import command via script, but can import and use in console
66329953|/questions/66329953/torchtext-content-disposition-error-download-from-url|torchtext - content-disposition Error - download_from_url
66328013|/questions/66328013/cuda-kernel-volta-sgemm-128x32-nn-means-what|cuda kernel 'volta_sgemm_128x32_nn' means what?
66322700|/questions/66322700/looking-in-file-directories-in-lua|Looking in file directories in Lua
66304973|/questions/66304973/how-iterate-over-bucketiterator-instance-when-the-data-parameter-of-bucketiterat|How iterate over BucketIterator instance when the data parameter of BucketIterator constructor is Dataset with one customizable Example instance?
66148363|/questions/66148363/torchtext-doesnt-replace-unseen-words-as-unknown-in-test-set|TorchText doesn't replace unseen words as UNKNOWN in test set
66133626|/questions/66133626/attributeerror-module-transformers-modeling-bert-has-no-attribute-gelu|AttributeError: module 'transformers.modeling_bert' has no attribute 'gelu'
66126608|/questions/66126608/why-is-torch-get-num-threads-returning-1-despite-setting-it-to-num-threads-12|Why is torch.get_num_threads returning 1 despite setting it to NUM_THREADS =12
66110901|/questions/66110901/fine-tuned-albert-question-and-answering-with-huggingface|Fine-Tuned ALBERT Question and Answering with HuggingFace
66104729|/questions/66104729/pytorch-runtimeerror-sizes-of-tensors-must-match-except-in-dimension-2|Pytorch: RuntimeError: Sizes of tensors must match except in dimension 2
66059474|/questions/66059474/why-torch-tensor-subtract-works-well-when-tensor-size-is-different|why torch.Tensor subtract works well when tensor size is different?
66038612|/questions/66038612/how-can-i-use-torch-dataloader-to-get-picture-having-same-class|How can I use torch Dataloader to get Picture having same class?
66036375|/questions/66036375/how-to-check-whether-tensor-values-in-a-different-tensor-pytorch|How to check whether tensor values in a different tensor pytorch?
66026492|/questions/66026492/no-module-named-torchtext-torchtext|No module named 'torchtext._torchtext'
66025962|/questions/66025962/runtimeerror-cudnn-error-cudnn-status-not-initialized-in-backward-pass-in-torc|RuntimeError: cuDNN error: CUDNN_STATUS_NOT_INITIALIZED in backward pass in Torch
66001089|/questions/66001089/failling-installing-neuralprophet|Failling installing NeuralProphet
65982152|/questions/65982152/pytorch-cnn-linear-layer-shape-after-conv2d|PyTorch CNN linear layer shape after conv2d [duplicate]
65955378|/questions/65955378/how-can-i-solve-torch-utils-ffi-is-deprecated-please-use-cpp-extensions-instea|"How can I solve ""torch.utils.ffi is deprecated. Please use cpp extensions instead"" without downgrade pytorch version?"
65945996|/questions/65945996/1d-cnn-on-pytorch-mat1-and-mat2-shapes-cannot-be-multiplied-10x3-and-10x2|1D CNN on Pytorch: mat1 and mat2 shapes cannot be multiplied (10x3 and 10x2)
65899616|/questions/65899616/torch-is-installed-but-im-unable-to-import-it-in-a-computer-vision-python-proje|Torch is installed but I'm unable to import it in a computer vision python project in Jupyter notebook
65894586|/questions/65894586/pytorch-copy-deepcopy-vs-torch-tensor-contiguous|Pytorch: copy.deepcopy vs torch.tensor.contiguous()?
65889789|/questions/65889789/attributeerror-module-torch-has-no-attribute-swapaxes|AttributeError: module 'torch' has no attribute 'swapaxes'
65865543|/questions/65865543/how-can-i-tell-if-a-function-can-be-used-in-a-context-manager|how can I tell if a function can be used in a context manager?
65846926|/questions/65846926/how-to-load-a-fine-tuned-model-from-bertforsequenceclassification-and-use-it-to|How to load a fine tuned model from BertForSequenceClassification and use it to tokenize a sentence?
65842099|/questions/65842099/heroku-keeps-installing-the-torch-package-which-i-uploaded-before|Heroku keeps installing the torch package which I uploaded before
65797216|/questions/65797216/numpy-pytorch-funny-tensor-product|Numpy/PyTorch funny tensor product
65739378|/questions/65739378/pytorch-and-torchvision-fasterrcnn-interpreting-the-output-in-c-genericdict|PyTorch and TorchVision FasterRCNN interpreting the output in C++ GenericDict
65718205|/questions/65718205/runtimeerror-operation-does-not-have-identity-in-f-string-statement|RuntimeError: Operation does not have identity in f-string statement
65709663|/questions/65709663/how-to-translate-tf-dense-layer-to-pytorch|How to translate TF Dense layer to PyTorch?
65705160|/questions/65705160/torch-vision-c-interface-error-unknown-builtin-op-torchvisionnms|"Torch Vision C++ interface error ""Unknown builtin op: torchvision::nms"""
65703930|/questions/65703930/using-tensordot-with-torch-sparse-tensors|Using tensordot with torch.sparse tensors
65696312|/questions/65696312/typeerror-torch-dtype-object-is-not-callable-how-to-call-this-function|TypeError: 'torch.dtype' object is not callable. how to call this function?
65678139|/questions/65678139/what-is-the-other-parameter-returned-by-dataloader-dataset-samplesi|What is the other parameter returned by DataLoader.dataset.samples[i]
65675732|/questions/65675732/torch-how-to-use-multiple-gpu-for-different-dataset|Torch, how to use Multiple GPU for different dataset
65670777|/questions/65670777/loading-a-single-graph-into-a-pytorch-geometric-data-object-for-node-classificat|Loading a single graph into a pytorch geometric data object for node classification
65658629|/questions/65658629/torch-distributed-broadcast-and-reduce-between-cpu-gpu-devices|Torch distributed broadcast and reduce between CPU/ GPU devices
65645916|/questions/65645916/typeerror-module-object-is-not-callable-self-transform|TypeError: 'module' object is not callable self.transform
65637222|/questions/65637222/runtimeerror-subtraction-the-operator-with-a-bool-tensor-is-not-supported|RuntimeError: Subtraction, the `-` operator, with a bool tensor is not supported
65575183|/questions/65575183/tensorboard-all-experiments-were-written-as-one-without-provided-tags|Tensorboard: All experiments were written as one (without provided tags)
65488080|/questions/65488080/load-pretrained-pytorch-model|Load pretrained pytorch model
65464515|/questions/65464515/tensor-manipulation-creating-a-positional-tensor-from-a-given-tensor|Tensor manipulation - creating a positional tensor from a given tensor
65445621|/questions/65445621/where-is-torch-tensor-item-defined-at-the-github|where is torch.tensor.item() defined at the Github?
65430580|/questions/65430580/error-when-loading-torch-hub-loadpytorch-fairseq-roberta-large-mnli-on-aw|Error when loading torch.hub.load('pytorch/fairseq', 'roberta.large.mnli') on AWS EC2
65387354|/questions/65387354/how-to-fix-error-failed-building-wheel-for-pytorch3d-error-on-colab|"How to fix ""ERROR: Failed building wheel for pytorch3d"" error on Colab?"
65383966|/questions/65383966/valueerror-too-many-dimensions-str-python-in-pytorch|ValueError: too many dimensions 'str' python in pytorch
65378968|/questions/65378968/torch-gather-middle-dimension|Torch gather middle dimension
65336001|/questions/65336001/numpy-optimal-way-to-count-indexs-occurrence-in-an-array|Numpy: Optimal way to count indexs occurrence in an array
65317504|/questions/65317504/runtimeerror-module-must-have-its-parameters-and-buffers-on-device-cuda1-devi|RuntimeError: module must have its parameters and buffers on device cuda:1 (device_ids[0]) but found one of them on device: cpu
65273414|/questions/65273414/how-to-interpret-tensor-sizes|How to interpret Tensor sizes?
65265161|/questions/65265161/how-to-understand-torch-randn-size-parameter-arguments|"How to understand ""torch.randn()"" size* parameter arguments?"
65262189|/questions/65262189/i-wanted-to-add-lables-and-channels-of-an-image-seprately-by-myself|I wanted to add lables and channels of an image seprately by myself?
65208628|/questions/65208628/creating-new-channels-from-nearby-pixels-in-pytorch|Creating new channels from nearby pixels in pytorch
65192410|/questions/65192410/packagesnotfounderror-while-installing-torch-using-anaconda-on-mac-os-big-sur-11|PackagesNotFoundError while installing torch using anaconda on Mac OS Big Sur 11.0.1
65191751|/questions/65191751/error-torch-has-an-invalid-wheel-dist-info-directory-not-found|ERROR: torch has an invalid wheel, .dist-info directory not found
65176803|/questions/65176803/importerror-cannot-import-name-assert-no-grad-from-torch-nn-modules-loss|ImportError: cannot import name '_assert_no_grad' from 'torch.nn.modules.loss'
65136845|/questions/65136845/pytorchs-torch-nn-functional-interpolate-behaving-strangely|PyTorch's torch.nn.functional.interpolate behaving strangely
65117507|/questions/65117507/pytorch-tensor-representing-a-3d-grid-with-color-values|Pytorch tensor representing a 3D grid with color values
65068922|/questions/65068922/use-cuda-set-to-true-when-cuda-is-unavailable-make-sure-cuda-is-available-or|'use_cuda' set to True when cuda is unavailable. Make sure CUDA is available or set use_cuda=False
65055133|/questions/65055133/what-could-be-reason-of-valueerror-axes-dont-match-array-error-for-pytorch-u|"What could be reason of ""ValueError: axes don't match array error"" for Pytorch U-net segmentation model?"
65017564|/questions/65017564/train-n-last-layers-of-bert-in-pytorch-using-huggingface-library-train-last-5|Train n% last layers of BERT in Pytorch using HuggingFace Library (train Last 5 BERTLAYER out of 12 .)
65013313|/questions/65013313/create-a-tensor-with-ones-where-another-tensor-has-non-zero-elements-in-pytorch|Create a tensor with ones where another tensor has non-zero elements in Pytorch
65012728|/questions/65012728/tensor-power-and-multiplication-in-pytorch|Tensor power and multiplication in pytorch
65006997|/questions/65006997/is-it-possible-to-use-python-code-with-pytorch-launched-from-node-js|Is It Possible to Use Python Code with Pytorch Launched From Node JS?
64990401|/questions/64990401/getting-an-error-when-inverting-an-integer-type-matrix-in-torch|Getting an error when inverting an integer type matrix in torch
64948852|/questions/64948852/how-to-solve-the-valueerror-importing-torch-in-python|How to solve the ValueError importing torch in python
